,"VICE CAPITAL DISPENSARY LLC 
Trade Name: CBD PLUS USA",DAAA-SLRD-DZDV,RYAN.VICE@ICLOULD.COM,4057407926,EDMOND,73003,OKLAHOMA
0,"VICE CAPITAL DISPENSARY LLC 
Trade Name: CBD PLUS USA",DAAA-SLRD-DZDV,RYAN.VICE@ICLOULD.COM,4057407926,EDMOND,73003,OKLAHOMA
1,"CREEK MEDICAL LLC 
Trade Name: CBD PLUS USA",DAAA-N1PG-B7JZ,ASULLY1104@GMAIL.COM,4052133655,EDMOND,73012,OKLAHOMA
2,"HOPES AND GREENS, LLC 
Trade Name: HOPES AND GREENS",DAAA-4KI2-HTEK,CARLA@HOPESANDGREENS.COM,4052439398,EDMOND,73012,OKLAHOMA
3,"SOUTHERN LIGHTS WELLNESS LLC 
Trade Name: SOUTHERN LIGHTS WELLNESS",DAAA-4YH3-BULL,"RYAN@SOUTHERNLIGHTSWELLNESS
.COM",9703710660,EDMOND,73012,OKLAHOMA
4,"ANCIENT REMEDIES LLC 
Trade Name:",DAAA-N13F-3TF8,"SHEBOSSES@ANCIENTREMEDIESOK.
COM",4056696161,EDMOND,73013,OKLAHOMA
5,"BLESSED GARDENS LLC 
Trade Name:",DAAA-PUFN-PBNS,LAWRENCEPINSON@GMAIL.COM,7257778202,EDMOND,73013,OKLAHOMA
6,"CANNVEST GROUP, LLC 
Trade Name: MANGO CANNABIS",DAAA-E15X-DIKI,ASTROBUD19@GMAIL.COM,2489616160,EDMOND,73013,OKLAHOMA
7,"CTF CANNABIS COMPANY LLC 
Trade Name: SOUTHERN BUDS CANNABIS COMPANY",DAAA-4KI7-ZROV,CARL.TOMCZAK@GMAIL.COM,4059218402,EDMOND,73013,OKLAHOMA
8,"DREAM ROOTZ LLC 
Trade Name: DREAM ROOTZ LLC",DAAA-V1XJ-AA8M,DREAMROOTZLLC@GMAIL.COM,9049820254,EDMOND,73013,OKLAHOMA
9,"ERKS LLC 
Trade Name: THE CANNABIS REFINERY",DAAA-EJKA-KO9V,EDWARDPOOLE88@ME.COM,4054203937,EDMOND,73013,OKLAHOMA
10,"GOOD PEOPLE INVESTMENTS LLC 
Trade Name: STASH CANNABIS COMPANY",DAAA-VKVI-IHFV,BESTJOINTINTOWN@GMAIL.COM,9703095760,EDMOND,73013,OKLAHOMA
11,"GREEN HEALTH CLINIC LLC 
Trade Name: GREEN HEALTH CLINIC LLC",DAAA-N1K2-BGCU,INFO@KSAHOLDINGSOK.COM,4054439711,EDMOND,73013,OKLAHOMA
12,"GREEN MEDICAL PATIENTS LLC 
Trade Name: GREENDOCTOR420","DAAA-N1IB-
LWNW",CPARK@M2PCS.COM,4055510812,EDMOND,73013,OKLAHOMA
13,"GREEN MEDICAL PATIENTS LLC 
Trade Name: GREENDOCTOR 420",DAAA-EKAL-TBZA,CHRIS@GREENDOC420.COM,2546308556,EDMOND,73013,OKLAHOMA
14,"GREEN SPRINGS RETAIL, LLC 
Trade Name: GREEN SPRINGS OKLAHOMA",DAAA-VJV4-F2SZ,BLAIR.NAIFEH@GMAIL.COM,4059244240,EDMOND,73013,OKLAHOMA
