,"PIRPICH INDUSTRIES 
Trade Name: BIG BUDS DISPENSARY",DAAA-NJBV-X8JL,ILIKEBIGBUDSTOO@GMAIL.COM,4058865792,CHANDLER,74834,LINCOLN
0,"PIRPICH INDUSTRIES 
Trade Name: BIG BUDS DISPENSARY",DAAA-NJBV-X8JL,ILIKEBIGBUDSTOO@GMAIL.COM,4058865792,CHANDLER,74834,LINCOLN
1,"66 DISPENSARY LLC 
Trade Name: 66 DISPENSARY LLC",DAAA-VJYO-54OZ,BLISBELL60@YAHOO.COM,4053341231,CHANDLER,74834,LINCOLN
2,"66 TREEHOUSE, LLC 
Trade Name: 66 TREEHOUSE","DAAA-4KZM-
AOHN",MBAYJEWELRY@GMAIL.COM,4054102683,CHANDLER,74834,LINCOLN
3,"BOOTHILL BUDZ, LLC 
Trade Name: BOOTHILL BUDZ",DAAA-NKIQ-LWUF,BOOTHILLBUDZ@GMAIL.COM,9188431042,CHECOTAH,74426,MCINTOSH
4,"CHECOTAH CANNABIS SHOP LLC 
Trade Name: CHECOTAH CANNABIS SHOP",DAAA-VYYX-INUH,CCSRELIEF@GMAIL.COM,9184737384,CHECOTAH,74426,MCINTOSH
5,"CHECOTAH MEDICAL DISPENSARY PRODUCTS LLC 
Trade Name: CHECOTAH MEDICAL DISPENSARY",DAAA-V1CN-Q3TT,MICHAEL.LOZIER64@GMAIL.COM,4056121340,CHECOTAH,74426,MCINTOSH
6,"DAZEY'S CANNABIS COMPANY 
Trade Name: DAZEY'S CANNABIS CO",DAAA-4YC8-0F1V,DAZEYSCANNABISCO@GMAIL.COM,9184701907,CHECOTAH,74426,MCINTOSH
7,"GREEN CANOPY SOLUTIONS, INC 
Trade Name:",DAAA-V151-CMBL,"GREENCANOPYSOLUTIONS@GMAIL.
COM",9189651234,CHELSEA,74016,ROGERS
8,"MOTHER ROAD MEDICINES LLC 
Trade Name:",DAAA-41ER-OCAY,SFRWDR17@GMAIL.COM,9186971446,CHELSEA,74016,ROGERS
9,"CLOVERFIELDS LLC 
Trade Name: CLOVERFIELDS NATURAL WELLNESS",DAAA-4K1D-JOU4,CLOVERFIELDSLLC18@GMAIL.COM,5808849299,CHEROKEE,73728,ALFALFA
10,"HOMETOWN DISPENSARY, LLC 
Trade Name:",DAAA-VK2F-SRLQ,HENSLEYMOM1@GMAIL.COM,5805966113,CHEROKEE,73728,ALFALFA
11,"IGGYS GREEN RUSH, LLC 
Trade Name: IGGYS GREEN RUSH, LLC","DAAA-N1MP-
1WU8",IGGYSGREENRUSH@GMAIL.COM,5808849140,CHEROKEE,73728,ALFALFA
12,"FREEDOM LEAF LLC 
Trade Name: ELECTRALEAF",DAAA-41IV-FOMJ,AARONGOLDBERG11@GMAIL.COM,4054414665,CHICKASHA,73018,GRADY
13,"GOOD STEM, LLC 
Trade Name: THE GOOD STEM","DAAA-N1R2-
WXOM",LORICOWAN0926@YAHOO.COM,4058928615,CHICKASHA,73018,GRADY
14,"HIGH VIBEZ, LLC 
Trade Name: HIGH VIBEZ, LLC","DAAA-VKKG-
WPA9",JEREMYSPOON14@GMAIL.COM,4053202364,CHICKASHA,73018,GRADY
