,"AFFORDABLE CANNABIS LLC 
Trade Name: AFFORDABLE CANNABIS LLC",DAAA-4YLJ-MSMT,"BELINDASLAKEPARADISE@GMAIL.C
OM",5803202301,ADA,74820,PONTOTOC
0,"AFFORDABLE CANNABIS LLC 
Trade Name: AFFORDABLE CANNABIS LLC",DAAA-4YLJ-MSMT,"BELINDASLAKEPARADISE@GMAIL.C
OM",5803202301,ADA,74820,PONTOTOC
1,"ALL NATURAL SOLUTIONS LLC 
Trade Name: ALL NATURAL SOLUTIONS",DAAA-7AIW-VKIL,ALLNATURALADA@ATT.NET,5802724041,ADA,74820,PONTOTOC
2,"ALPHA DISPENSARY OF OKLAHOMA, LLC 
Trade Name:",DAAA-IAAN-QZA7,NEW.GARDEN.OK@GMAIL.COM,4048893333,ADA,74820,PONTOTOC
3,"CAIN'S CANNABIS 
Trade Name: 2 CAIN'S LLC",DAAA-4KEO-TRND,TWOCAINS@YAHOO.COM,5802798435,ADA,74820,PONTOTOC
4,"CHIMNEY HILL APOTHECARY LLC 
Trade Name: CHIMNEY HILL APOTHECARY LLC",DAAA-E11N-WX1L,"CHIMNEYHILLAPOTHECARY@GMAIL
.COM",5802790514,ADA,74820,PONTOTOC
5,"COLECAMP INC 
Trade Name: COLECAMP INC DBA FLOWER CHILD ORGANICS",DAAA-EKJK-35PE,"FLOWERCHILDORGANICSADA@GM
AIL.COM",5805599220,ADA,74820,PONTOTOC
6,"DAWN'S LIGHT, LLC 
Trade Name: DAWN'S LIGHT",DAAA-4K8B-V6IS,ARCHIEVANHORN@YAHOO.COM,5802724305,ADA,74820,PONTOTOC
7,"FLOWER-ON PRODUCTIONS, LLC 
Trade Name: FLOWER FACTORY FINE CANNABIS",DAAA-XH5T-95RJ,"FLOWERONPRODUCTIONS@GMAIL.
COM",5804651769,ADA,74820,PONTOTOC
8,"GREEN SUPREME DISPENSARY, LLC 
Trade Name: GREEN SUPREME",DAAA-EYOB-KFIV,GREENSUPREME2019@GMAIL.COM,4054206370,ADA,74820,PONTOTOC
9,"HAZE THERAPEUTICS LLC 
Trade Name:",DAAA-4J26-L4KG,DAVIDBAYSIDE@GMAIL.COM,5803993370,ADA,74820,PONTOTOC
10,"KSPM MEDICAL LLC 
Trade Name: CBD PLUS USA",DAAA-4JMT-NXSO,KEVINOKC405@GMAIL.COM,4053712484,ADA,74820,PONTOTOC
11,"NATIVE HARVEST LLC 
Trade Name:",DAAA-EJNQ-IBYL,MARTYL@BIGREDSPORTS.COM,4056065588,ADA,74820,PONTOTOC
12,"PAMELA BRANNON 
Trade Name: PARADISE DISPENSARIES",DAAA-VKDP-HYFV,PT_550@HOTMAIL.COM,5802796971,ADA,74820,PONTOTOC
