,"HERBNFARM DISPENSING, INC. 
Trade Name: GOODMEDS DISPENSARY",DAAA-EKAJ-INII,MSTONE9099@GMAIL.COM,4053619099,PIEDMONT,73078,CANADIAN
0,"HERBNFARM DISPENSING, INC. 
Trade Name: GOODMEDS DISPENSARY",DAAA-EKAJ-INII,MSTONE9099@GMAIL.COM,4053619099,PIEDMONT,73078,CANADIAN
1,"BLAZED ROOTS LLC 
Trade Name:",DAAA-B7UI-BRGS,BLAZEDROOTS918@GMAIL.COM,4796519261,POCOLA,74902,LE FLORE
2,"EMERALD CUT CANNABIS CARE CENTER LLC 
Trade Name: EMERALD CUT",DAAA-4J0A-AQNE,EMERALDCUTCCC@GMAIL.COM,4058025450,POCOLA,74902,LE FLORE
3,"GARY'S GREENERY 
Trade Name: GARY'S GREENERY",DAAA-N1OY-32TP,GARYSGREENERY@YAHOO.COM,9184366044,POCOLA,74902,LE FLORE
4,"LEFT HANDED OKIES EXTENDED 
Trade Name:",DAAA-VJGQ-UATJ,"SHORTYMAGOO_2006@YAHOO.CO
M",9186494074,POCOLA,74902,LE FLORE
5,"NATURAL STATE DISPENSARY, INC. 
Trade Name: NATURAL STATE DISPENSARY INC.",DAAA-NKCQ-O2FL,NATURALSTATEINC@GMAIL.COM,8706721085,POCOLA,74902,LE FLORE
6,"SUBLIME STOP, LLC 
Trade Name:",DAAA-EZPH-RQZ1,STEPHEN.JACKIE@YAHOO.COM,4793533898,POCOLA,74902,LE FLORE
7,"WAGON HILL ENTERPRISES, LLP 
Trade Name: DBA WAGON HILL MEDICAL WAREHOUSE",DAAA-NK4O-BVFI,"MARK@WAGONHILLENTERPRISES.C
OM",9182689150,POCOLA,74902,LE FLORE
8,"WILD WILLY'S BUD PHARMACY LLC 
Trade Name:",DAAA-4YLI-B2PD,"WILDWILLYSBUDPHARM@GMAIL.C
OM",4794304372,POCOLA,74902,LE FLORE
9,"ANTHONY SALTARELLI 
Trade Name: HOLY SMOKES DISPENSARY",DAAA-4JGF-VRDG,HAIL_RAISERS@YAHOO.COM,5803620154,PONCA CITY,74601,KAY
10,"D AND B DISPENSARY LLC 
Trade Name:","DAAA-V1CQ-
WJON",GOINGON5574601@YAHOO.COM,5807632535,PONCA CITY,74601,KAY
11,"HEMP STATION DISPENSARY LLC. 
Trade Name:",DAAA-NU3N-1KQF,MAGGIEMAGEN@GMAIL.COM,5803043651,PONCA CITY,74601,KAY
12,"JESSICA BOIKE 
Trade Name: CHOICES DISPENSARY",DAAA-PYBB-YOHG,CHOICESDISPENSARY@GMAIL.COM,5805762424,PONCA CITY,74601,KAY
13,"JESSICA J VANDAVEER 
Trade Name: JA-MAKIN ME HIGH DISPENSARY",DAAA-4KLG-ZIZZ,JVANDAVEER2018@GMAIL.COM,5804015120,PONCA CITY,74601,KAY
14,"LEAF KINGS DISPENSARY, LLC 
Trade Name: LEAF KINGS DISPENSARY, LLC",DAAA-2VOL-NF9I,MIRACLEKUSH420@GMAIL.COM,4058803511,PONCA CITY,74601,KAY
