,"KINGS RESERVES 
Trade Name: KINGS RESERVES LLC RETAIL1",DAAA-EJFS-FXLK,TODD@KINGSRESERVES.COM,5804369292,COLBERT,74733,BRYAN
0,"KINGS RESERVES 
Trade Name: KINGS RESERVES LLC RETAIL1",DAAA-EJFS-FXLK,TODD@KINGSRESERVES.COM,5804369292,COLBERT,74733,BRYAN
1,"ALTCARE 10 LLC 
Trade Name: FIRE LEAF",DAAA-EKBC-K3DR,TYLERDOOLITTLE@ME.COM,4054884149,COLBERT,74733,BRYAN
2,"HYDRO GROW LLC 
Trade Name: THE GREEN DOOR COLCORD","DAAA-RUZD-
AWQK",HYDROGROW46@YAHOO.COM,9183260000,COLCORD,74338,DELAWARE
3,"PLANET TERPENE 
Trade Name: PLANET TERPENE, LLC",DAAA-NKNH-INAB,PLANETTERPENE@GMAIL.COM,9183141504,COLCORD,74338,DELAWARE
4,"SEQUOYAH GREEN, LLC 
Trade Name: HOMETOWN STASH",DAAA-V1OI-MPVY,SEQGREEN@GMAIL.COM,4052557484,COLCORD,74338,DELAWARE
5,"STATE LINE DISPENSARY LLC 
Trade Name: STATE LINE DISPENSARY OF WEST SILOAM SPRINGS",DAAA-V1SN-BQ8I,DEREKNETZ@GMAIL.COM,9187746137,COLCORD,74338,DELAWARE
6,"DR420NOW LLC 
Trade Name: PURERX",DAAA-4YNJ-EB1K,N.BUTTERFIELD@COX.NET,9186931443,COLLINSVILLE,74021,ROGERS
7,"KIMS POT 
Trade Name:",DAAA-4DUS-3YH2,MJTURNBAUGH@YAHOO.COM,9186883723,COLLINSVILLE,74021,TULSA
8,"MASTER OF BUDS LLC 
Trade Name:",DAAA-EY2E-UNPG,MASTEROFBUDS420@GMAIL.COM,9183139016,COLLINSVILLE,74021,TULSA
9,"WORLD OF WEED 2, LLC 
Trade Name: WORLD OF WEED 2, LLC",DAAA-EYF3-JROL,SAMDESAI4@GMAIL.COM,8563133795,COLLINSVILLE,74021,TULSA
10,"CURE - ALL DISPENSARY LLC 
Trade Name: CURE - ALL DISPENSARY",DAAA-NK2F-G2XC,CUREALLDISPENSARY@GMAIL.COM,5808607143,COMANCHE,73529,STEPHENS
11,"GREEN HEALTH 
Trade Name:",DAAA-E1BI-VHHL,MANDYDEMENT@ICLOUD.COM,9189611646,COMMERCE,74339,OTTAWA
12,"THE SPEAKEASY ON ROUTE 66, LLC 
Trade Name:",DAAA-EKFL-AKLU,CINDYHOOTS01@GMAIL.COM,9189612011,COMMERCE,74339,OTTAWA
13,"WEED-MART LLC. 
Trade Name: WEED-MART","DAAA-N1MW-
KTYA",WEEDMARTLLC@GMAIL.COM,9182080955,COOKSON,74427,CHEROKEE
14,"BULLY DREAMZ LLC 
Trade Name:",DAAA-IFVZ-EDAH,BTJ@BRIANTEDJONES.COM,4056398497,CORDELL,73632,WASHITA
