,"CANNAFLOWERS FARMS, LLC 
Trade Name:",DAAA-V1VR-VZQH,PAPPU926@GMAIL.COM,2017078705,TULSA,74145,TULSA
0,"CANNAFLOWERS FARMS, LLC 
Trade Name:",DAAA-V1VR-VZQH,PAPPU926@GMAIL.COM,2017078705,TULSA,74145,TULSA
1,"ERBA, LLC 
Trade Name:",DAAA-41YR-TLGG,GSANDELLA@GMAIL.COM,9186407668,TULSA,74145,TULSA
2,"FUME VENTURES INC. 
Trade Name: EDEN CANNABIS CO.",DAAA-V13L-QBKL,LASIARSHAD@GMAIL.COM,2813098908,TULSA,74145,TULSA
3,"GRAVITY DISPO INC 
Trade Name: GRAVITY 420",DAAA-N1M0-D1ZL,OKCGROW@YAHOO.COM,2544850894,TULSA,74145,TULSA
4,"GREEN COUNTRY DISPENSARY LLC 
Trade Name: PRIVATE STASH",DAAA-VJ8D-CSC0,SEQGREEN@GMAIL.COM,4052557484,TULSA,74145,TULSA
5,"GREEN COUNTRY HEALTH INITIATIVE LLC 
Trade Name: INHAL",DAAA-EKJP-D3DH,CODYJMCCOY@GMAIL.COM,9189028002,TULSA,74145,TULSA
6,"HEMP USA LLC 
Trade Name: HEMP USA",DAAA-EJGT-FKVU,FREDGMS@YAHOO.COM,9186956855,TULSA,74145,TULSA
7,"HIGH ROLLER INVESTMENTS, INC 
Trade Name:","DAAA-N13E-
MCVG",EMILY@SWAGGINWAGON.NET,9182649095,TULSA,74145,TULSA
8,"JADE WELLNESS CENTER LLC 
Trade Name: JADE WELLNESS CENTER",DAAA-NJ7J-28N7,JADEWELLNESSOK@GMAIL.COM,9162890678,TULSA,74145,TULSA
9,"MEMORIAL DRIVE DISPENSARY LLC 
Trade Name: MEMORIAL DRIVE DISPENSARY",DAAA-NKTR-GXPR,"INFO@MEMDRIVEDISPENSARY.CO
M",9186394159,TULSA,74145,TULSA
10,"NATURE CURES LLC 
Trade Name: NATURE CURES",DAAA-4J43-P1W9,NATURECURESTULSA@GMAIL.COM,9185517885,TULSA,74145,TULSA
11,"ONE LOVE WELLNESS INC 
Trade Name: ONE LOVE WELLNESS",DAAA-N1NN-UYU5,"ONELOVEWELLNESSLLC@GMAIL.CO
M",9182403130,TULSA,74145,TULSA
12,"PEACEFUL RELEAF LLC 
Trade Name: PEACEFUL RELEAF LLC",DAAA-4JBP-8NGW,FITNESFRK6@COX.NET,9182612354,TULSA,74145,TULSA
13,"PURA LLC 
Trade Name: PURA CANNABIS COLLECTIVE",DAAA-EKOO-OH9I,"PURACANNABISCOLLECTIVE@GMAI
L.COM",9188562411,TULSA,74145,TULSA
14,"PUSH CANNABIS 
Trade Name: PUSH CANNABIS LLC",DAAA-TIM3-MFZO,C.AARON500@GMAIL.COM,9183273589,TULSA,74145,TULSA
