,"HERBAL HOUSE, LLC 
Trade Name: HERBAL HOUSE",DAAA-E1TL-QYOP,CLINT@DRILLCOM.US,4055132258,NORMAN,73069,CLEVELAND
0,"HERBAL HOUSE, LLC 
Trade Name: HERBAL HOUSE",DAAA-E1TL-QYOP,CLINT@DRILLCOM.US,4055132258,NORMAN,73069,CLEVELAND
1,"HG PARTNERS LLC 
Trade Name:",DAAA-4Y5R-PEFR,"NATASHA@HIGHERGROUNDCANNA
BIS.CO",4052400869,NORMAN,73069,CLEVELAND
2,"HW BASS LLC 
Trade Name: GREEN BUFFALO",DAAA-EKXF-7ICH,JWFISHCITY@GMAIL.COM,4056377272,NORMAN,73069,CLEVELAND
3,"JHW RETAIL OK LLC 
Trade Name: GREEN BUFFALO",DAAA-4YJY-9PDW,JWFISHCITY@GMAIL.COM,4056377272,NORMAN,73069,CLEVELAND
4,"KB STRATEGIES, LLC 
Trade Name: MEDICINAL MARIJUANA OF NORMAN","DAAA-E1FH-
YWWB",MICHAELKYLEPARKER@GMAIL.COM,5809162535,NORMAN,73069,CLEVELAND
5,"KSPM MEDICAL LLC 
Trade Name: CBD PLUS USA",DAAA-EKLI-OTDD,SHAWNPMH88@YAHOO.COM,4054732662,NORMAN,73069,CLEVELAND
6,"KSPM MEDICAL LLC 
Trade Name: CBD PLUS USA",DAAA-E1CT-JKOP,SHAWNPMH88@YAHOO.COM,4054732662,NORMAN,73069,CLEVELAND
7,"MCD WELLNESS SOCIETY LLC 
Trade Name: THE GRATEFUL BUD DISPENSARY",DAAA-VYQI-OO11,ADMIN@THEGRATEFULBUD.COM,4052495644,NORMAN,73069,CLEVELAND
8,"NATIVE HARVEST LLC 
Trade Name:",DAAA-4YG4-0ZIB,MARTYL@BIGREDSPORTS.COM,4052346525,NORMAN,73069,CLEVELAND
9,"RED DIRT GREEN, LLC. 
Trade Name:",DAAA-EJPM-5GTD,MIDWESTCITYSHAWN@AOL.COM,4055895416,NORMAN,73069,CLEVELAND
10,"SUGAR LEAF 
Trade Name: SUGAR LEAF",DAAA-4JV6-UEY8,JRJOHN2002@GMAIL.COM,3168060001,NORMAN,73069,CLEVELAND
11,"THE GREEN JACKPOT LLC 
Trade Name: MEDS & WARES","DAAA-V1QW-
MAKW",THEGREENJACKPOT@GMAIL.COM,4694305384,NORMAN,73069,CLEVELAND
12,"THE OTHER JOINT LLC, CO. 
Trade Name:",DAAA-NKGF-N0SK,LEEM19952235@GMAIL.COM,4055439193,NORMAN,73069,CLEVELAND
13,"THE PHARMHOUSE CANNABIS COMPANY LLC 
Trade Name: THE PHARMER'S MARKET ON LINDSEY","DAAA-N1JM-
2WP4",VALLEYGIRLTX@GMAIL.COM,8175210224,NORMAN,73069,CLEVELAND
14,"THE ROYAL TREE LLC 
Trade Name: EUPHORA MODERN WELLNESS",DAAA-NYLL-0CGW,JJWILDHABER@GMAIL.COM,2066050841,NORMAN,73069,CLEVELAND
